Name,Year,Odometer,Fuel_Type,Transmission,Mileage,Engine,Power,Seats,Price_usd
'Toyota Fortuner 4x2 AT',0.809524,0.015564,Diesel,Automatic,0.37418,0.438779,0.25542,0.7,26004
'Audi A4 2.0 TDI Multitronic',0.619048,0.009051,Diesel,Automatic,0.493441,0.250093,0.201217,0.5,15000
'Honda City i DTEC VX',0.761905,0.010997,Diesel,Manual,0.74836,0.162635,0.12248,0.5,8100
'Honda City i DTEC VX',0.809524,0.012375,Diesel,Manual,0.74836,0.162635,0.12248,0.5,8352
'Maruti Swift DDiS ZDI Plus',0.952381,0.000813,Diesel,Manual,0.84675,0.116115,0.075694,0.5,10380
'Mahindra XUV500 W8 2WD',0.619048,0.010128,Diesel,Manual,0.450209,0.289356,0.201217,0.7,6600
'Hyundai i10 Magna',0.571429,0.010246,Petrol,Manual,0.607036,0.106624,0.085013,0.5,3120
'Hyundai i10 Magna 1.1',0.761905,0.00897,Petrol,Manual,0.590638,0.085969,0.064378,0.5,4092
'Maruti Grand Vitara AT',0.47619,0.01182,Petrol,Automatic,0.289207,0.255117,0.245911,0.5,6600
'Audi TT 40 TFSI',0.666667,0.001051,Petrol,Automatic,0.427251,0.25307,0.365919,0.4,42000
'Mercedes-Benz New C-Class C 200 CGI',0.619048,0.007359,Petrol,Automatic,0.439475,0.254373,0.284899,0.5,11700
'Nissan Sunny 2011-2014 CrDiesel XV',0.714286,0.007205,Diesel,Manual,0.6452,0.15575,0.096234,0.5,5100
'Maruti Wagon R LXI',0.809524,0.007902,Petrol,Manual,0.563506,0.069594,0.062571,0.5,3840
'Maruti Swift Dzire ZDI',0.761905,0.003941,Diesel,Manual,0.697674,0.116115,0.075694,0.5,8220
'Honda Amaze S i-Dtech',0.809524,0.007359,Diesel,Manual,0.769231,0.162635,0.12248,0.5,5400
'Maruti Swift ZDI',0.666667,0.007974,Diesel,Manual,0.84675,0.116115,0.075694,0.5,4260
'Hyundai Accent Executive CNG',0.571429,0.014687,CNG,Manual,0.39356,0.162077,0.113161,0.5,2280
'Mahindra Scorpio LX 2.6 Turbo',0.47619,0.020128,Diesel,Manual,0.313059,0.369371,0.16318,0.7,4320
'Mercedes-Benz E-Class E250 CDI Avantgrade',0.809524,0.006447,Diesel,Automatic,0.387597,0.282657,0.317421,0.5,26160
'Toyota Fortuner 4x2 Manual',0.666667,0.011666,Diesel,Manual,0.387597,0.438779,0.25542,0.7,16200
'Honda City V MT',0.571429,0.006589,Petrol,Manual,0.500894,0.162449,0.156143,0.5,4500
'Toyota Camry Hybrid',0.952381,0.002589,Petrol,Automatic,0.571258,0.347972,0.235831,0.5,38400
'Honda City i DTec V',0.857143,0.009329,Diesel,Manual,0.775194,0.162635,0.12248,0.5,9684
'Volkswagen Jetta 2012-2014 2.0L TDI Trendline',0.666667,0.009016,Diesel,Manual,0.576327,0.250093,0.197604,0.5,6768
'Audi A6 2011-2015 2.0 TDI',0.714286,0.010771,Diesel,Automatic,0.527132,0.250093,0.266508,0.5,28788
'Maruti Ertiga VDI',0.857143,0.013178,Diesel,Manual,0.619261,0.116115,0.103766,0.7,9000
'Mercedes-Benz New C-Class C 220 CDI Style',0.857143,0.008929,Diesel,Automatic,0.574538,0.282657,0.253747,0.5,32400
'Maruti Swift Dzire Vdi BSIV',0.47619,0.013974,Diesel,Manual,0.575432,0.116115,0.075504,0.5,3420
'Renault Duster 110PS Diesel RxZ Pack',0.666667,0.011359,Diesel,Manual,0.566786,0.15575,0.141213,0.5,7620
'Maruti Ritz VDi',0.571429,0.012178,Diesel,Manual,0.6291,0.116115,0.075504,0.5,3960
'Maruti Swift Dzire VXI',0.714286,0.005916,Petrol,Manual,0.569469,0.106624,0.098136,0.5,6000
'Maruti Swift ZDi',0.761905,0.009193,Diesel,Manual,0.682767,0.116115,0.075694,0.5,7752
'Hyundai EON Sportz',0.904762,0.003568,Petrol,Manual,0.6291,0.035355,0.039939,0.5,4500
'Maruti Zen VXI BSII',0.238095,0.009435,Petrol,Manual,0.515802,0.068664,0.049068,0.5,1824
'Audi Q5 30 TDI quattro Premium',0.904762,0.006177,Diesel,Automatic,0.422182,0.250093,0.266451,0.5,52488
'Audi Q3 2.0 TDI',0.761905,0.009205,Diesel,Automatic,0.468992,0.250093,0.266508,0.5,24000
'Smart Fortwo CDI AT',0.47619,0.01582,Diesel,Automatic,0,0.032564,0.150393,0.2,3600
'Maruti Swift Dzire VDi',0.571429,0.019974,Diesel,Manual,0.575432,0.116115,0.075504,0.5,4380
'Tata Sumo DX',0.714286,0.003051,Diesel,Manual,0.419499,0.251954,0.093001,1,6300
'BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater',0.857143,0.011666,Diesel,Automatic,0.476148,0.440826,0.425637,0.7,69600
'Tata Indigo eCS eLX BS IV',0.809524,0.023051,Diesel,Manual,0.745379,0.143655,0.066204,0.5,3000
'Volkswagen Vento TSI',0.761905,0.004281,Petrol,Automatic,0.50477,0.106624,0.131989,0.5,9300
'Maruti Celerio VXI',0.809524,0.011359,Petrol,Manual,0.68873,0.069594,0.062457,0.5,4980
'Toyota Fortuner 3.0 Diesel',0.619048,0.011512,Diesel,Manual,0.342874,0.438779,0.260175,0.7,13020
'Mitsubishi Outlander 2.4',0.571429,0.011666,Petrol,Automatic,0.336911,0.323037,0.258273,0.5,6636
'Volkswagen Jetta 2007-2011 1.9 Highline TDI',0.761905,0.009957,Diesel,Automatic,0.462135,0.236695,0.134652,0.5,13800
'Porsche Cayman 2009-2012 S',0.571429,0.001512,Petrol,Manual,0.268336,0.52326,0.150393,0.2,48000
'Hyundai Creta 1.6 Di SX',0.809524,0.006589,Diesel,Manual,0.586464,0.178266,0.174971,0.5,11100
'Skoda Fabia 1.2 MPI Ambiente Petrol',0.619048,0.00728,Petrol,Manual,0.521765,0.106811,0.077596,0.5,2748
'Ford EcoSport 1.5 TDCi Titanium',0.809524,0.012282,Diesel,Manual,0.678891,0.162635,0.122461,0.5,8400
'Maruti Zen Estilo 1.1 LXI BSIII',0.428571,0.009205,Petrol,Manual,0.542636,0.081317,0.056676,0.5,1980
'Maruti Ciaz 1.4 Delta',0.904762,0.000898,Petrol,Manual,0.618068,0.139375,0.108216,0.5,9900
'Mercedes-Benz New C-Class C 200 Avantgarde Edition C',0.619048,0.011005,Petrol,Automatic,0.439475,0.254373,0.279251,0.5,10968
'Honda Amaze SX i-VTEC',0.857143,0.005051,Petrol,Manual,0.53071,0.106811,0.099848,0.5,7800
'Toyota Etios GD',0.666667,0.009205,Diesel,Manual,0.703339,0.1377,0.150393,0.5,3540
'Renault Duster 85PS Diesel RxL',0.809524,0.013974,Diesel,Manual,0.592427,0.15575,0.094332,0.5,6900
'Maruti Wagon R LXI LPG BSIV',0.666667,0.011051,LPG,Manual,0.781157,0.069594,0.045645,0.5,3420
'Volkswagen Polo Petrol Highline 1.2L',0.619048,0.006589,Petrol,Manual,0.491055,0.106811,0.075504,0.5,2520
'Hyundai Creta 1.6 SX Plus Diesel',0.904762,0.009785,Diesel,Manual,0.586464,0.178266,0.174971,0.5,16260
'Jaguar XF Diesel',0.666667,0.006668,Diesel,Automatic,0.439475,0.440826,0.450171,0.5,24600
'Maruti Ciaz ZDi SHVS',0.857143,0.008589,Diesel,Manual,0.837507,0.116115,0.103271,0.5,9000
'Maruti SX4 Vxi BSIII',0.428571,0.011666,Petrol,Manual,0.447227,0.17901,0.134043,0.5,2580
'Hyundai Elantra Di SX',0.809524,0.008222,Diesel,Manual,0.676804,0.178266,0.175048,0.5,10128
'Volkswagen Ameo 1.2 MPI Comfortline',0.904762,0.002251,Petrol,Manual,0.506857,0.106811,0.075219,0.5,6576
'Maruti Ritz VXi',0.714286,0.005425,Petrol,Manual,0.55158,0.106624,0.098136,0.5,5040
'Hyundai Verna Di SX',0.714286,0.012738,Diesel,Manual,0.500894,0.161705,0.144161,0.5,8640
'Maruti Swift Dzire Tour LDI',0.761905,0.014743,Diesel,Manual,0.697674,0.116115,0.075694,0.5,5760
'Mahindra KUV 100 mFALCON D75 K6',0.904762,0.006055,Diesel,Manual,0.754919,0.106811,0.0814,0.6,6996
'Maruti Baleno Delta 1.2',0.857143,0.002271,Petrol,Manual,0.638044,0.106624,0.093001,0.5,7020
'Hyundai i20 1.2 Asta',0.714286,0.010897,Petrol,Manual,0.506857,0.106624,0.087105,0.5,4380
'Hyundai i20 Sportz Diesel',0.666667,0.010897,Diesel,Manual,0.685748,0.143655,0.106124,0.5,4440
'Mercedes-Benz New C-Class C 220d Avantgarde Edition C',0.809524,0.007666,Diesel,Automatic,0.574538,0.282657,0.253747,0.5,36000
'Hyundai Xcent 1.2 Kappa Base',0.857143,0.007384,Petrol,Manual,0.569469,0.106624,0.090909,0.5,5820
'Hyundai Grand i10 AT Asta',0.904762,0.002923,Petrol,Automatic,0.563506,0.106624,0.090909,0.5,8316
'Maruti Alto 800 VXI',0.857143,0.003974,Petrol,Manual,0.677996,0.032006,0.024914,0.5,3120
'Chevrolet Sail Hatchback 1.2 LS',0.761905,0.005728,Petrol,Manual,0.542636,0.106997,0.09186,0.5,2268
'Skoda Superb Elegance 1.8 TSI AT',0.666667,0.014589,Petrol,Automatic,0.408468,0.218459,0.234975,0.5,12000
'Audi A4 2.0 TDI',0.52381,0.005205,Diesel,Automatic,0.493441,0.250093,0.2155,0.5,11940
'Toyota Innova 2.5 G (Diesel) 7 Seater BS IV',0.761905,0.014589,Diesel,Manual,0.381634,0.347972,0.128946,0.8,11340
'Mercedes-Benz CLA 200 CDI Sport',0.904762,0.00208,Diesel,Automatic,0.533691,0.282657,0.19361,0.5,33900
'Hyundai i10 Era',0.47619,0.012897,Petrol,Manual,0.590638,0.085969,0.064378,0.5,2160
'Maruti Swift Dzire VXi',0.47619,0.007205,Petrol,Manual,0.521765,0.125419,0.098136,0.5,1680
'Skoda Rapid 1.5 TDI AT Ambition',0.809524,0.009205,Diesel,Automatic,0.645796,0.162635,0.131837,0.5,8700
'Maruti Ritz VDi',0.666667,0.014743,Diesel,Manual,0.6291,0.116115,0.075504,0.5,4320
'Hyundai Accent GLS 1.6',0.285714,0.007251,Petrol,Manual,0.429338,0.181429,0.113731,0.5,1440
'Honda Amaze SX i-VTEC',0.761905,0.004319,Petrol,Manual,0.53071,0.106811,0.099848,0.5,5928
'Maruti Wagon R LXI',0.428571,0.009974,Petrol,Manual,0.563506,0.069594,0.062571,0.5,1500
'Volkswagen Polo Diesel Comfortline 1.2L',0.714286,0.010436,Diesel,Manual,0.65802,0.106997,0.075504,0.5,5760
'Ford Endeavour 2.2 Trend AT 4X2',1,0.001698,Diesel,Automatic,0.376267,0.292892,0.235451,0.7,37380
'Hyundai i20 1.2 Sportz',0.619048,0.006432,Petrol,Manual,0.506857,0.106624,0.087105,0.5,3960
'Chevrolet Beat Diesel PS',0.666667,0.009974,Diesel,Manual,0.758497,0.058057,0.044504,0.5,2880
'Honda Civic 2010-2013 1.8 V MT',0.571429,0.00582,Petrol,Manual,0.441264,0.218645,0.182579,0.5,2400
'Maruti Wagon R VXI BS IV',0.761905,0.00782,Petrol,Manual,0.611509,0.069594,0.062457,0.5,3720
'Skoda Rapid 1.6 MPI Ambition Plus',0.761905,0.005182,Petrol,Manual,0.447227,0.181243,0.131989,0.5,6108
'Maruti Baleno Vxi - BSIII',0.380952,0.022436,Petrol,Manual,0.459153,0.179754,0.113731,0.5,1260
'Ford EcoSport 1.5 TDCi Titanium',0.809524,0.00721,Diesel,Manual,0.678891,0.162635,0.122461,0.5,8400
'Hyundai Accent GLE',0.571429,0.008897,Petrol,Manual,0.39356,0.162077,0.113731,0.5,3000
'Maruti Alto K10 2010-2014 VXI',0.619048,0.014007,Petrol,Manual,0.623733,0.069594,0.062571,0.5,2520
'Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus',0.714286,0.012897,Diesel,Automatic,0.468992,0.250093,0.266508,0.5,21300
'Maruti Wagon R LXI DUO BSIII',0.47619,0.009855,LPG,Manual,0.515802,0.081317,0.044313,0.5,1740
'Toyota Corolla H4',0.333333,0.010282,Petrol,Automatic,0.336911,0.217715,0.172689,0.5,2940
'Volvo XC60 D5',0.619048,0.016432,Diesel,Automatic,0.402504,0.33048,0.343857,0.5,16560
'Honda Jazz 1.5 VX i DTEC',0.857143,0.00416,Diesel,Manual,0.813953,0.162635,0.12248,0.5,7020
'Maruti Ciaz 1.3 Alpha',0.904762,0.004023,Diesel,Manual,0.837507,0.116115,0.103271,0.5,10680
'Maruti Swift VXI BSIV',0.857143,0.001375,Petrol,Manual,0.608229,0.106624,0.090529,0.5,6180
'Mercedes-Benz New C-Class C 220 CDI Avantgarde',0.809524,0.009817,Diesel,Automatic,0.574538,0.282657,0.258273,0.5,19872
'Maruti Wagon R VXI Minor',0.571429,0.02059,Petrol,Manual,0.563506,0.081317,0.062381,0.5,1980
'Mercedes-Benz A Class A180 Sport',0.809524,0.001666,Petrol,Automatic,0.462135,0.180685,0.164511,0.5,19200
'Hyundai Santro Xing GL',0.47619,0.014282,Petrol,Manual,0,0.085969,0.052872,0.5,1740
'Maruti Swift Dzire AMT ZDI',0.904762,0.003797,Diesel,Automatic,0.792785,0.116115,0.075694,0.5,9696
'Hyundai Grand i10 AT Asta',0.761905,0.005763,Petrol,Automatic,0.563506,0.106624,0.090909,0.5,5400
'Nissan Sunny 2011-2014 XV Special Edition',0.714286,0.008435,Petrol,Manual,0.505367,0.162635,0.120768,0.5,5160
'Maruti A-Star Lxi',0.571429,0.012504,Petrol,Manual,0.566488,0.069594,0.060669,0.5,3120
'Hyundai Verna 1.6 SX VTVT (O) AT',0.666667,0.008429,Petrol,Automatic,0.509839,0.17994,0.165843,0.5,6444
'Maruti Wagon R LXI Minor',0.47619,0.008435,Petrol,Manual,0.563506,0.081317,0.062381,0.5,2100
'BMW 3 Series 320d Sport Line',0.714286,0.003356,Diesel,Automatic,0.56291,0.255117,0.284899,0.5,19800
'BMW 5 Series 2003-2012 520d',0.714286,0.011666,Diesel,Automatic,0.550984,0.255117,0.271586,0.5,22800
'Tata Indigo CS eVX',0.857143,0.009974,Diesel,Manual,0.745379,0.143655,0.066204,0.5,3360
'Hyundai i20 Sportz 1.4 CrDi',0.809524,0.003974,Diesel,Manual,0.672033,0.143655,0.103709,0.5,7440
'Maruti Omni E MPI STD BS IV',1,0.001754,Petrol,Manual,0.500894,0.032006,0,0.8,4560
'Maruti Swift ZDi',0.761905,0.012436,Diesel,Manual,0.751342,0.116115,0.075694,0.5,7320
'Honda Brio VX AT',0.761905,0.004105,Petrol,Automatic,0.49195,0.106811,0.100038,0.5,4980
'Mahindra Scorpio 2.6 LX',0.47619,0.027051,Diesel,Manual,0.313059,0.289356,0.16318,0.8,5160
'Hyundai i20 1.2 Magna',0.571429,0.002743,Petrol,Manual,0.55158,0.106624,0.087105,0.5,2700
'Hyundai Verna 1.6 SX',0.761905,0.009667,Diesel,Manual,0.665474,0.178266,0.1752,0.5,8100
'Mahindra XUV500 W6 2WD',0.761905,0.012282,Diesel,Manual,0.450209,0.289356,0.201217,0.7,11280
'Maruti Swift Dzire VDI Optional',1,0.002834,Diesel,Manual,0.792785,0.116115,0.075694,0.5,10212
'Tata Manza Aura Safire BS IV',0.571429,0.011619,Petrol,Manual,0.408468,0.138444,0.103842,0.5,2220
'Maruti Swift VDI',0.666667,0.012589,Diesel,Manual,0.682767,0.116115,0.075694,0.5,3000
'Volkswagen Polo Diesel Highline 1.2L',0.714286,0.009205,Diesel,Manual,0.65802,0.106997,0.075504,0.5,5700
'Honda City 1.5 V MT',0.52381,0.021205,Petrol,Manual,0.506857,0.162449,0.159376,0.5,4200
'Hyundai i20 Asta (o) 1.4 CrDi (Diesel)',0.761905,0.010282,Diesel,Manual,0.685748,0.143655,0.106124,0.5,6600
'Honda City 1.5 V MT',0.666667,0.006551,Petrol,Manual,0.506857,0.162449,0.159376,0.5,7596
'Chevrolet Beat Diesel',0.761905,0.008035,Diesel,Manual,0.758497,0.058057,0.044504,0.5,2964
'Chevrolet Spark 1.0 LS',0.761905,0.005613,Petrol,Manual,0.483005,0.069036,0.053062,0.5,3960
'Tata New Safari DICOR 2.2 EX 4x2',0.619048,0.01182,Diesel,Manual,0.344961,0.289356,0.197604,0.7,4200
'Mercedes-Benz GL-Class 350 CDI Blue Efficiency',0.761905,0.013051,Diesel,Automatic,0.336911,0.43971,0.419551,0.7,46500
'BMW 5 Series 2003-2012 530d Highline',0.47619,0.017282,Diesel,Automatic,0.342874,0.440826,0.381894,0.5,9588
'BMW X1 sDrive 18i',0.666667,0.012282,Petrol,Automatic,0.33542,0.255117,0.220236,0.5,11400
'Renault Captur 1.5 Diesel Platine Mono',1,0.000451,Diesel,Manual,0.607335,0.15575,0.141213,0.5,16812
'Hyundai Xcent 1.1 Di S',0.857143,0.002229,Diesel,Manual,0.72749,0.092296,0.069989,0.5,8388
'BMW 3 Series 320d',0.571429,0.016128,Diesel,Automatic,0.39356,0.255117,0.258273,0.5,13200
'BMW 5 Series 2010-2013 525i',0.47619,0.009359,Petrol,Automatic,0.322004,0.34853,0.343857,0.5,13200
'Nissan Micra XE',0.571429,0.013058,Petrol,Manual,0.538462,0.106811,0.077596,0.5,2760
'Jaguar XF 2.2 Litre Luxury',0.761905,0.007359,Diesel,Automatic,0.487776,0.289356,0.291936,0.5,31800
'Land Rover Range Rover TDV8 (Diesel)',0.619048,0.008435,Diesel,Automatic,0.304114,0.696502,0.52073,0.7,80400
'Honda -V 2.4 AT',0.571429,0.014436,Petrol,Automatic,0.301133,0.32192,0.22404,0.5,5760
'Maruti Swift VXI',0.714286,0.009375,Petrol,Manual,0.554562,0.106624,0.098136,0.5,5484
'Hyundai Xcent 1.1 Di S',0.857143,0.012282,Diesel,Manual,0.72749,0.092296,0.069989,0.5,4200
'Nissan Terrano XV Premium 110 PS',0.809524,0.006618,Diesel,Manual,0.566786,0.15575,0.141308,0.5,9132
'Hyundai Grand i10 Asta Option',0.857143,0.00677,Petrol,Manual,0.563506,0.106624,0.090909,0.5,7056
'Toyota Innova 2.5 G (Diesel) 8 Seater',0.809524,0.012961,Diesel,Manual,0.387299,0.347972,0.126284,0.8,16200
'Hyundai i20 1.2 Magna',0.809524,0.005358,Petrol,Manual,0.55158,0.106624,0.087105,0.5,5520
'Ford EcoSport 1.5 TDCi Titanium',0.714286,0.006743,Diesel,Manual,0.678891,0.162635,0.122461,0.5,5880
'Honda City 1.5 S MT',0.666667,0.010379,Petrol,Manual,0.506857,0.162449,0.159376,0.5,6300
'Volkswagen Polo Diesel Highline 1.2L',0.761905,0.005358,Diesel,Manual,0.65802,0.106997,0.075504,0.5,4560
'Mercedes-Benz New C-Class C 220 CDI Avantgarde',0.571429,0.007512,Diesel,Automatic,0.574538,0.282657,0.258273,0.5,10740
'Ford Ecosport 1.5 DV5 MT Titanium',0.714286,0.010589,Diesel,Manual,0.676804,0.162635,0.10582,0.5,8640
'Tata Indigo GLE',0.904762,0.003547,Petrol,Manual,0.429338,0.143655,0.058577,0.5,5400
'Maruti Swift Dzire LDI',0.761905,0.010507,Diesel,Manual,0.792785,0.116115,0.075694,0.5,4980
'Renault Duster 110PS Diesel RxZ Pack',0.761905,0.01382,Diesel,Manual,0.566786,0.15575,0.141213,0.5,8700
'Maruti Wagon R VXI',0.857143,0.003358,Petrol,Manual,0.563506,0.069594,0.062571,0.5,4440
'Hyundai Santro Xing GL',0.571429,0.008922,Petrol,Manual,0,0.085969,0.052872,0.5,2940
'Chevrolet Beat Diesel LT',0.619048,0.01682,Diesel,Manual,0.758497,0.058057,0.044504,0.5,1800
'Mahindra XUV500 W4 1.99 mHawk',0.904762,0.00203,Diesel,Manual,0.477042,0.255489,0.201217,0.7,14400
'Hyundai i10 Era 1.1',0.666667,0.00782,Petrol,Manual,0.590638,0.085969,0.064378,0.5,2640
'Tata New Safari DICOR 2.2 EX 4x4',0.428571,0.01582,Diesel,Manual,0.415325,0.289356,0.197413,0.7,4320
'Hyundai i10 Sportz',0.52381,0.00659,Petrol,Manual,0.607036,0.106624,0.085013,0.5,2304
'Skoda Laura Elegance MT',0.571429,0.012652,Diesel,Manual,0.521765,0.236695,0.136554,0.5,5100
'Hyundai Grand i10 Sportz',0.714286,0.004435,Petrol,Manual,0.563506,0.106624,0.090909,0.5,3840
'Toyota Etios Liva GD',0.666667,0.03459,Diesel,Manual,0.703339,0.1377,0.150393,0.5,3120
'Maruti Swift Dzire VDI',0.761905,0.006897,Diesel,Manual,0.697674,0.116115,0.075694,0.5,4620
'Hyundai i20 Asta 1.4 CrDi (Diesel)',0.571429,0.014343,Diesel,Manual,0.685748,0.143655,0.106124,0.5,4176
'Ford Figo 2015-2019 1.5D Trend MT',0.904762,0.014713,Diesel,Manual,0.770125,0.162635,0.123241,0.5,5460
'Maruti Ertiga ZDI',0.714286,0.01035,Diesel,Manual,0.619261,0.116115,0.103842,0.7,6900
'Honda City 1.5 V AT Sunroof',0.857143,0.007309,Petrol,Automatic,0.500894,0.162449,0.156143,0.5,10476
'Maruti Alto LXi BSIII',0.52381,0.005358,Petrol,Manual,0.587358,0.032006,0.023013,0.5,2040
'Ford Endeavour 3.2 Titanium AT 4X4',0.857143,0.010436,Diesel,Automatic,0.325283,0.478973,0.309623,0.7,35400
'Porsche Boxster S tiptronic',0.809524,0.001591,Petrol,Automatic,0.25641,0.387421,0.43895,0.2,76800
'Maruti Swift ZDi',0.857143,0.008897,Diesel,Manual,0.682767,0.116115,0.075694,0.5,9060
'Hyundai i20 1.2 Sportz Option',0.571429,0.009359,Petrol,Manual,0.506857,0.106624,0.087105,0.5,3900
'Skoda Fabia 1.4 TDI Active',0.52381,0.013205,Diesel,Manual,0.578414,0.148493,0.068087,0.5,3300
'Toyota Corolla Altis D-4D J',0.809524,0.006897,Diesel,Manual,0.638939,0.1377,0.100799,0.5,8820
'Volkswagen Ameo 1.2 MPI Comfortline',0.904762,0.008435,Petrol,Manual,0.506857,0.106811,0.075219,0.5,5640
'Hyundai Creta 1.6 VTVT S',0.857143,0.005644,Petrol,Manual,0.455874,0.17994,0.165652,0.5,10524
'Hyundai i10 Magna 1.2',0.714286,0.007177,Petrol,Manual,0.607036,0.106624,0.085013,0.5,4104
'Chevrolet Beat LS',0.809524,0.018436,Petrol,Manual,0.554562,0.106997,0.081019,0.5,3000
'Jaguar XF 3.0 Litre S Premium Luxury',0.666667,0.004435,Diesel,Automatic,0.439475,0.440826,0.450171,0.5,24000
'Nissan Terrano XL',0.761905,0.006128,Petrol,Manual,0.394753,0.181243,0.129897,0.5,6300
'Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus',0.714286,0.009205,Diesel,Automatic,0.468992,0.250093,0.266508,0.5,17400
'Hyundai i10 Asta AT',0.619048,0.009971,Petrol,Automatic,0.505367,0.106624,0.085013,0.5,4140
'Maruti Alto K10 VXI AGS',0.809524,0.011236,Petrol,Automatic,0.717651,0.069594,0.062571,0.5,3960
'Audi Q7 4.2 TDI Quattro Technology',0.761905,0.007666,Diesel,Automatic,0.337806,0.653145,0.572461,0.7,61200
'Hyundai EON D Lite Plus',0.714286,0.002701,Petrol,Manual,0.6291,0.035355,0.039939,0.5,4380
'Maruti Wagon R VXI',0.809524,0.002128,Petrol,Manual,0.563506,0.069594,0.062571,0.5,3360
'Hyundai i20 Sportz Option',0.666667,0.007666,Petrol,Manual,0.506857,0.106624,0.087105,0.5,4800
'Honda City i VTEC V',0.761905,0.00959,Petrol,Manual,0.518784,0.162449,0.158045,0.5,7140
'Toyota Innova 2.5 V Diesel 7-seater',0.619048,0.038129,Diesel,Manual,0.381634,0.347972,0.128946,0.7,11040
'Hyundai Verna Di SX',0.666667,0.014574,Diesel,Manual,0.500894,0.161705,0.144161,0.5,6420
'Audi Q7 3.0 TDI Quattro Premium Plus',0.809524,0.008241,Diesel,Automatic,0.359869,0.435988,0.394066,0.7,46728
'Maruti Wagon R VXI',0.47619,0.008271,Petrol,Manual,0.563506,0.069594,0.062571,0.5,3228
'BMW 5 Series 2013-2017 525d Luxury Line',0.714286,0.008974,Diesel,Automatic,0.509541,0.255117,0.349563,0.5,33000
'Honda Amaze EX i-Vtech',0.761905,0.007359,Petrol,Manual,0.536673,0.106811,0.099848,0.5,3300
'Maruti Alto 800 2016-2019 LXI',0.857143,0.003666,Petrol,Manual,0.736434,0.032006,0.024914,0.5,3360
'Hyundai Verna 1.6 SX VTVT',0.857143,0.007974,Petrol,Manual,0.507156,0.17994,0.165652,0.5,7740
'Maruti Swift LXI',0.714286,0.005044,Petrol,Manual,0.554562,0.106624,0.098136,0.5,5580
'Hyundai EON Era',0.761905,0.002743,Petrol,Manual,0.6291,0.035355,0.039939,0.5,3000
'Hyundai i20 Magna 1.4 CrDi',0.857143,0.005053,Diesel,Manual,0.672033,0.143655,0.103709,0.5,8220
'Toyota Etios VD',0.666667,0.007359,Diesel,Manual,0.703339,0.1377,0.062476,0.5,6300
'Toyota Corolla Altis Diesel D4DG',0.761905,0.011054,Diesel,Manual,0.638939,0.1377,0.100799,0.5,11076
'Volkswagen Polo 1.5 TDI Highline',0.761905,0.010589,Diesel,Manual,0.600477,0.162635,0.103842,0.5,6228
'Skoda Superb Elegance 1.8 TSI AT',0.52381,0.01659,Petrol,Automatic,0.408468,0.218459,0.234975,0.5,5220
'Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde',0.714286,0.005312,Diesel,Automatic,0.298151,0.283588,0.258273,0.5,29400
'Maruti Swift VDi BSIII W/ ABS',0.809524,0.012128,Diesel,Manual,0.53071,0.116115,0.077596,0.5,6900
'Honda City i VTEC CVT VX',0.857143,0.008927,Petrol,Automatic,0.536673,0.162449,0.158045,0.5,11028
'BMW 7 Series 2007-2012 740Li',0.47619,0.010128,Petrol,Automatic,0.251938,0.438221,0.545455,0.5,12900
'Hyundai i10 Magna AT',0.52381,0.009205,Petrol,Automatic,0.572451,0.106624,0.087105,0.5,3588
'Maruti Swift Dzire VDI',0.761905,0.008743,Diesel,Manual,0.792785,0.116115,0.075694,0.5,4668
'Honda City i DTec VX',0.952381,0.006982,Diesel,Manual,0.775194,0.162635,0.12248,0.5,14076
'Maruti Omni 8 Seater BSIV',0.857143,0.008457,Petrol,Manual,0.417412,0.032006,0.001521,0.5,3732
'Skoda Superb 2009-2014 Elegance 2.0 TDI MT',0.761905,0.014332,Diesel,Manual,0.512821,0.250093,0.197604,0.5,17340
'Maruti Ertiga SHVS VDI',0.952381,0.00582,Diesel,Manual,0.731067,0.116115,0.103271,0.7,10440
'Hyundai Grand i10 Di Magna',0.857143,0.008857,Diesel,Manual,0.715564,0.092296,0.068087,0.5,6048
'Maruti Ciaz VDi Plus SHVS',0.904762,0.005863,Diesel,Manual,0.837507,0.116115,0.103271,0.5,10200
'Mercedes-Benz New C-Class C 220 CDI Avantgarde',0.761905,0.00982,Diesel,Automatic,0.574538,0.282657,0.258273,0.5,18780
'Fiat Avventura MULTIJET Emotion',0.809524,0.004897,Diesel,Manual,0.61121,0.116115,0.109395,0.5,6780
'Mercedes-Benz E-Class 2009-2013 E 250 Elegance',0.571429,0.012743,Petrol,Automatic,0.32588,0.34853,0.322936,0.5,19800
'Maruti Zen Estilo LXI Green (CNG)',0.619048,0.011666,CNG,Manual,0.784138,0.069594,0.062571,0.5,2400
'Volkswagen Vento Petrol Highline',0.666667,0.010312,Petrol,Manual,0.44842,0.181243,0.131989,0.5,4680
'BMW 3 Series 320d Luxury Line',0.714286,0.009613,Diesel,Automatic,0.56291,0.255117,0.284899,0.5,17400
'BMW 5 Series 2013-2017 530d M Sport',0.809524,0.002574,Diesel,Automatic,0.437984,0.440826,0.425637,0.5,52800
